ID,Reviews_Summary,Prediction
478305,Best Flour Ever,1
493907,Great product! No hormones or antibiotics in the meat!,1
265362,Delicious tea!,1
46039,Very satisfied,1
236714,My Favorite Summer Flavor,1
135014,Fantastic Food for Good Cat Health,1
338709,YUM!,1
404050,Pasta Bellisimo!,1
427448,Excellent Decaf!,1
392016,Definitely good quality!,1
472921,GREAT REFRESHING TEA!,1
500252,Best popcorn ever,1
423411,Probably the best Petite Beurre biscuits on the market,1
178929,One of my favorite teas,1
380863,Capt. Picard drinks Earl Grey,1
327690,Wow!  What a reaction,1
461561,Good Dog Treat,1
449585,Receommended by our vet,1
133671,authentic crispy delicious KOREAN seaweed,1
363642,Sweet and savory snacks in a nice gift basket,1
298137,Dump the Discipline,1
428643,Fresh,1
428349,Best packaged Vegetarian Chili around.,1
14408,Yum!,1
94771,I Love Sage Tea!,1
454830,Good K Cup Coffee,1
47771,Awesome,1
408612,ANOTHER TREASURE,1
21949,The Very Best Chips,1
388776,awesome product,1
450134,Best tasting/effective,1
503079,"Balance of Sweet, Tart and a Hint of Spice",1
213638,Mocha Splenda for Coffee is GREAT!,1
194175,Nutella is great,1
63709,"Yum, Ginger Snap tastes like gingerbread!",1
392358,If you can't eat chocolate...,1
444069,Knorr Aromat - Simply Yummy,1
179691,Fantastic,1
388224,Excellent Pasta!,1
443412,not available at any store (near me),1
320918,"Delicious, tasty and versatile",1
27585,Pamela's Wheat-free Amazing Bread Mix,1
459153,They love them,1
399173,Puppy's coat shines on this food,1
414436,Favorite Flavor.,1
114325,The Best Cup of Decaf Coffee,1
444530,Great stuff,1
317808,Unique and healthly.,1
316599,Exceptional Value,1
258905,"Perfectly Intense, Low(er) Calorie, Not for Ginger Newbies",1
82424,Chef Michael's Dry Dog Food - My Little Pooch LOVES IT Plus It's The Right Price!,1
296667,Healthy AND tasty. Wow.,1
391988,Bananas for Bananamon,1
519623,Heinz Genuine Dill Pickles,1
231407,Great cereal with lots of fiber!,1
183792,AMAZING BROWNIES,1
194511,great snack,1
132700,Good quality; good deal,1
396945,Fair-trade and Organic!,1
348831,Must Have Mustard,1
83020,YUM! Buy them. NO sugar.,1
400120,Great Tasting!,1
38882,Best ot all the LorAnn Gourmet flavors so far...,1
112132,Cats LOVE Weruva BFF,1
389962,So delicious,1
178527,Very Pleased,1
46843,Favorite of Muli Cat Household,1
284183,I love Greenies Pill Pockets!,1
370566,LOVE it iced or hot!,1
57720,"Great flavor, low acid, reasonable price",1
508289,YUMMY!  AND HEALTHY!!!!!!,1
194777,great service,1
252020,Please Restock,1
73152,Milk Bone Trail Mix,1
191774,maintained the highest expectations,1
49649,Serious chocolate at a bargain price ...,1
246315,They're yum yum yummy in my tum tum tummy,1
97689,The Best,1
171404,Wonderful Rosehip Tea,1
398540,"I haven't tasted it, but...",1
141440,THEE ONE AND ONLY BEST EVER NATURAL DOG COOKIE!,1
345188,Yum!,1
286481,Kind Bars from Amazon,1
251539,I love those Turkey sticks,1
276812,amazing,1
32007,Try with lemon juice!,1
229084,good taste,1
274580,Doggie Heroin,1
97289,Must have,1
499970,Extra Bold Flavor!!,1
191780,Absolutely the best tea I've ever had,1
220748,Excellent Coffee Alternative,1
188943,Get Some!,1
237155,The Hype Is Real,1
234465,Frankenstein's Little Monsters' Treats,1
330622,Horsetail grass tea bags,1
324595,RELIEVES THE PAIN AND NAUSEA OF ARTHRITIS,1
361148,Delicious Coffee!,1
70951,Amazing cheeze curls,1
55594,wolfgang puck columbian coffee pods,1
33938,Great on sugar-free/low carb ice cream,1
488102,"good stuff, too pricey here",1
478559,fave extra bold,1
11329,simply peas,1
481671,great dog treat,1
392782,Great mix - and best deal,1
524759,Very satisfied,1
400557,"Nice, flavorful, relaxing tea",1
220479,"Nairn's are superb, and they're wheat free",1
399782,the BEST of all sugar free pancake syrups,1
286491,Great bars,1
498949,Yum!,1
131190,Best cornbread ever,1
206731,Love this product,1
261590,"dude, these are sweet",1
116220,Great Food,1
388124,Effective!,1
399025,Best Pretzels EVER!,1
54080,The PERFECT barbecue sauce.....,1
164860,Best Sauce,1
200631,NO waste at all ----  great for training  ----  all dogs love liver treats,1
352922,Best taste ever,1
491695,Cappuccino kcups,1
40934,The Real,1
173659,Perfect for candy dishes.,1
395025,Superfine...and great,1
413129,Tastes Great,1
476774,YUMMY!,1
303698,Our favorite k-cup yet,1
156895,Gone already????,1
11363,Love them.,1
55830,Great Product but Pricey. Try Dollar Store Stacker 2,1
446698,I'm addidcted to these!,1
195985,Good service,1
286614,Tasty and Gluten Free,1
146724,Great!,1
142188,Delicious!!!,1
253075,Only one I use in my coffee,1
164348,Yummy tea,1
37703,This is the good stuff.,1
378477,Smitty LOVES it!,1
383100,Cat Heaven,1
481233,Fantastic!,1
290261,Planters Unsalted Dry Roasted Peanuts,1
134268,Delicious tea,1
206059,Great sweet cracker for everyone,1
348788,Nice....,1
373035,Great strong flavor,1
373918,Pancack,1
142579,"Light, Refreshing & Absolutely Delicious!",1
263682,The absolute best muesli; hands down!,1
469663,Wonderful coffee,1
330384,"Great product, Fast shipping",1
173373,Great for baby's!,1
518895,Yummm!,1
201206,Great stuff!,1
134029,Love this one,1
56020,Lots of ENERGY,1
501438,Sinply THE best jerky!,1
178361,Great Taste!,1
153102,yum!,1
211895,Nice refreshing and relaxing!,1
361515,Great pack,1
514307,Great for making expresso or cappuccino,1
313296,Quality Biscotti by Nonni's,1
7308,Great quick cup of coffee,1
361114,Best CANNED soup I've ever had,1
100311,Good Stuff!,1
267166,The best substitute coffee I have tried.,1
451801,My favorite coffee pods,1
241066,Simply the BEST Tea out there!,1
292601,Another great Indomie noodle,1
289983,The best tea I've found,1
290529,My go-to cereal for fixing any other cereal that is too sweet,1
461273,Great Pasta for summer salads,1
511702,Outstanding,1
512227,Versatile Everyday Coffee,1
306492,Favorite Kettle flavor and a great value!,1
25774,My all time favorite flavor of oatmeal!,1
36150,Greens for your baby,1
1005,It is awesome.,1
150444,Addictive!,1
69009,My dogs love these,1
498312,Delicious and healthy!,1
171012,Dogswell Products.....,1
233084,Great Flavor and Heat - Highly Recommended!,1
517849,Favorite Snack,1
264704,French Roast Heven,1
355211,Home sweet home,1
373282,quality product,1
473502,nice variation,1
282859,My Frenchie Loves This Food!,1
379155,Hot Apple Cider,1
194871,Wellness canned food has been a lifesaver for our cat!,1
400978,A BIG Hit,1
326421,Sucre merveilleux,1
271853,Best broth I can find!,1
401574,Love it!,1
173165,YAY!!  Finally!,1
394549,My Dog loves this,1
367882,50 count Green Mountain Breakfast Blend K-Cups,1
37582,Very Pleased,1
243173,A yummy treat without the hassle,1
4354,Newman's Own Organic Dog Food,1
439433,"Morning Tea, part 2",1
23811,One of Their Best Flavors,1
56208,Checkups-Dental Dog Treats,1
512853,Quality Coffe,1
276641,Great Taste,1
308331,"Best tortilla chips snack, period!",1
211257,perfect in a pinch!,1
49740,I Love this Product!,1
19307,Greenies,1
285025,Makes for Tasty Water,1
491868,K-Cups,1
408182,My Breakfast Every Morning...,1
220826,My cat gives this 2 thumbs up.,1
75598,Misleading product description,1
370715,let me tell you about raccoons,1
166051,greenies pill pockets,1
104192,Amazing Value,1
209885,Does what's expected...,1
170155,A Winner!,1
279771,Best dog treat ever,1
163041,great last mintue gift,1
373459,Most delicious jasmine tea ever!!!,1
429918,A Whim that Worked Out,1
46179,Deliciously different little wafer cookies,1
123965,A real finger saver-literally!,1
99918,YAY!,1
300036,AMAZING and my dogs love it!,1
482015,Love Kashi,1
242051,"Great taste, extremely convenient, good size serving",1
371594,Cleared my Dogs Eyes Right Up! No more RX's for Her!,1
189090,Normally a Hard-to-Find Product,1
324602,Good cooking staple to have on hand!,1
259350,Nice small snack,1
379278,Favorite Hot Cereal (Besides Oatmeal),1
476694,Best Sunflower Seeds EVER,1
258634,Crsipix,1
525052,the best chocolate taste out there!,1
436778,Tastes like homemade!,1
211630,The Best RAW Cocoa Butter,1
159539,Best Curry Mix Ever!,1
91049,Healthy and Simple,1
309729,Fantastic rice,1
125532,I FOUND IT! ! !,1
164154,Good alternative to fresh,1
77550,All I have to say is WOW!,1
461522,great!,1
410788,Sooooo glad to have them back in my life,1
393099,excellent,1
71291,the sparkling wine of soda pop,1
375032,littlelulu,1
86184,K9 Natural Treats Exceed Expectations,1
303270,It's not too good to be true,1
252152,Lifeboat tea Thank you,1
359962,Life cereal,1
338344,My favorite candy,1
95014,"Be careful, it's addictive!",1
375096,I really like this!,1
206064,Blood Orange Martinis - YUMMO!,1
169095,Grab a glass of milk!,1
161210,My new favorite,1
24807,Best Hot Tea Ever,1
184726,Pyure Stevia,1
426612,Pretty Darn Good Stuff,1
484471,Great Coffee,1
334492,good coffee,1
324516,Mmmm,1
512019,Good and crunchy!,1
477455,zukes treats,1
476492,Bigelow Darjeeling,1
273465,"Great healthy raspberry drink, alternative to soda or juice",1
521725,superb!,1
360882,The Cats Love 'Em,1
84649,Green tea quick and easy,1
209454,Great snack,1
2756,Excellent service and product,1
489428,Best sugar substitute for taste,1
512730,GOOD STUFF,1
481542,NATURAL GUM,1
472471,Wonderful coffee,1
310721,Great Treats for Training,1
126064,Initially sceptical but it is doing as predicted,1
232090,Spoiled Rotten,1
48272,Very Yummy,1
77034,Excellent Brew,1
137114,Former Hannah Montanta branded item!,1
427279,Excellent customer service from Jeweltimes,1
83413,The Original Thin Jerky,1
230644,best tea I have ever had,1
485978,warning....,1
274164,DELICIOUS - LOVE THE TASTE & CONVENIENCE,1
111791,Best Banana Chips!,1
350444,ideal product - tastes great & feels very beneficial + healthy ingredients,1
13184,"Precious rose buds for sachets, teas and decor",1
64240,Turkey Spam = Healthy Mystery Meat?,1
514969,Dog loves them,1
121336,Tasty,1
41454,Cat's favorite,1
331674,The best coconut water,1
394467,Very Good,1
1674,Yummy PopChips,1
69617,AWESOME!!!,1
71118,Saved a lot of money by switching to Amazon,1
350834,Great for colicky acid reflux babies,1
204977,Cheese of the Vikings,1
247888,Tasty,1
175171,Pecan Crunch reminds me of Old South,1
376373,Huskies love them,1
200153,Must buy for any true Simpsons fan.,1
209121,Sam's Yams,1
290604,ALL of my cats LOVE this food,1
225991,"It is ""Better than milk""",1
42600,the best!,1
519837,Great Tea,1
316275,Inner Childs Delight,1
195033,The Greatest,1
222548,My doxie loves it,1
270436,Dried Celery Leaf and Stalk,1
279743,Save the best for training,1
290322,FrankenBerry,1
243966,I have a problem... It's called a sweet tooth,1
152407,Worked very well,1
373278,expensive,1
330983,Very happy with this formula,1
333090,Best Gluten-Free bread available,1
372397,Simply the best (organic) dried cherries!,1
156777,da best,1
140355,Awesome Food!,1
266533,Wellness DOG,1
469143,WONDERFUL SEASONING!!,1
253327,Some of the best jerky I've found on Amazon,1
61555,Feels like I am eating yummy carrot cake,1
343059,Limited ingredient dog food,1
195495,Zico- great tasting,1
274828,Excellent choice for my finicky feline!,1
56223,LOVE them!!,1
286781,yummy vitamins,1
239802,Best gluten-free mix EVER,1
258927,These are excellent and excellent $$$$ here at Amazon,1
362448,Double Delight,1
15119,"Something like a cracker, but more like a snack.",1
361230,My Fussy dogs eat this!,1
418578,Delish!,1
124701,"Sooooo good for ""non-ice cream"" ""ice cream""",1
289281,I drink this tea everyday - it is Delicious and Healthy,1
280919,"Not magical, but close.",1
312034,Excellent product,1
81483,Jack Link's Original,1
191382,Chocolate! What else is there to say?,1
180053,Best no calorie option.,1
474171,YUM YUM,1
257367,Blue Corn Chips Taste Really Good,1
241553,"Love them, tastes like bean dip!",1
340149,good product,1
61828,Surprisingly excellent,1
204785,great stuff!!!!!!,1
135964,Wonderfulness,1
401539,My Favorite Flavor!,1
419934,Timely Tea,1
342746,Baby PREFERS Over Breast Milk!!!,1
176472,I Love This Chocolate Syrup!,1
412839,excellent cookies,1
93104,Love Blue Buffalo!,1
256204,great green tea,1
490373,Kitchen must have!,1
186737,Tasty and digestable,1
510480,Good to the last bite,1
217540,Great Low Calorie Training Treats,1
10535,Love it,1
375861,Everybody loves these rock candies!,1
375515,Heat PLUS Flavor!,1
306236,Granola taken up a notch,1
274476,GREAT results with continued use at the prescribed dosage!,1
365830,My kids love them,1
405107,"Honey, I love you!",1
483202,Love it!,1
47778,Really enjoying this lavender,1
267506,Great organic treats!,1
449747,surprised and happy with taste,1
4648,Very Happy,1
158796,Delicious,1
455995,Makes you feel like you are having breakfast in bed.,1
176155,great boost of energy,1
11506,Pleased,1
198418,Love all HappyBaby Tots!,1
5329,Even better than I expected,1
12186,Surprisingly noodle like,1
442239,great soy formuls,1
515563,Almost as good as the lamb,1
142629,Easy on-the-go snack,1
172939,Great shortbread cookies!,1
150804,"Consistently perfect bread, every time!",1
524241,Good for what ails ya!,1
307324,arrived as promised,1
135277,My Favorite Tea!,1
241372,The best,1
502307,Addicted to Crows,1
401486,Tried a lot.... this one the best!,1
237450,Demi-glace paste is now a permanent staple for me.,1
290938,Very smooth,1
154837,OMG!!!!  Solves that craving!!,1
17992,canidae review,1
173708,Best Chocolate ever!,1
208050,Gloria Jeans Hazelnut K cups,1
431911,Good for tummy!,1
118986,AMAZING!!!!!!!!,1
503367,Better the a Kong,1
160814,A must for dogs!,1
469746,Wonderful tasting coffee,1
523012,rich tasting oatmeal,1
310447,Loved by all,1
494458,Very Quaffable,1
227464,the best flavor!,1
415181,"Celestial Seasons African Tea, Vanilla/Red Blend",1
349651,Great Coffee,1
483625,Low Calorie Pig Out,1
162718,We love this mix!,1
375088,very creamy!  Love it!,1
489974,GREAT CUPS,1
301676,LOVED THE PRODUCT CONFUSED ABOUT THE SHIPPING,1
395902,Yummy and addictive,1
270449,Just like the Vermont Country Store Scotties!,1
453764,Awesome!,1
395055,"Superb, top of the line dry dog food",1
448060,What I needed,1
52243,My daughter's favorite!,1
422810,Thanks,1
352672,Great Product,1
513868,the best pudding ever!,1
411427,Best Gel Colors,1
304424,Greenies Dental Chews,1
381928,great product,1
367019,ordering another case!,1
220555,The Cooms pure maple syrups is a product of great quality,1
454436,yummy organic chickpeas,1
294485,Amazing taste,1
498808,Cat loved this.,1
324581,"Best Ginger, Best Price",1
291308,"Happy Hips = Happy Dog, Thanks Dogswell!",1
438848,Would Recommend.,1
120055,ELDERFLOWERS,1
32410,"Fun, new to me, product",1
413661,addicting in a good way,1
338933,Actually really good....,1
469471,best snack food,1
101172,"Great taste, but cheaper at Bed Bath (WO tax)",1
211457,Amazing and addictive,1
319017,Coffee,1
146622,Product and service wonderful,1
132080,Great for training,1
101710,Instant Coffee,1
158280,Crunchy Goodness! Old fashioned Wholesome Oatey flavor,1
455303,YUMMMY,1
269643,Works as described,1
297554,Love This One Too!!!,1
341252,good deal,1
12362,Excellent Tray for Freezing Homemade Food,1
406465,A tatse of my California Childhood in U.P. of  Michigan,1
53814,Our Family's Favorite!,1
73422,Great,1
241695,I enjoyed this.,1
48985,mmmmmmfor chocolate lovers you gotta try this one,1
21830,Yummo!,1
359246,great cookies,1
135539,LOVE IT.,1
502005,Brings me back to Japan & San Francisco,1
271454,Chocolate milk,1
390035,Best Fruit Snacks ever!,1
244129,Jack Link's KC Masterpiece Beef Jerky,1
37475,Truly Tasty Granola Bars and Bags of Granola,1
170322,Best soymilk I've ever tasted,1
275100,I love smart fries!,1
28867,Absolutely the best chai tea I've found,1
481373,Tastes like a real cup of coffee,1
294342,Excellent cat food,1
35286,Oh My GAAAAWWWWDDDD,1
284662,Quality product,1
11019,Perfect little tree!,1
410011,My dogs changed completely on Sojo's,1
212409,Beetlejuice,1
400771,The Best Old-Fashioned Coffee Shop Cup of Coffee!,1
468172,I rehab orphan baby squirrels and use this,1
153520,Childhood Favorite,1
224984,Chip A'Hoy,1
13813,Best Organic Chai I've Tasted,1
99432,If you want a good cup of coffee...,1
203809,"Wolfgang Puck Coffee, Chef's Reserve, Medium Roast, 18-Count Pods (Pack of 3)",1
246376,Amazing re-interpretation of honey oat grahams,1
364241,So Natural Bison biscuits rock!!!,1
47413,reallllllly good,1
77768,THE BEST!!!!,1
454535,Great for your dog's teeth,1
277483,It's all in the name!,1
4815,Great product and would buy again,1
443065,Surprisingly  Good,1
459693,Perfect combination of convenience and taste,1
183184,Woo-Hoo!!,1
376660,Fit vegetable and fruit wash,1
254566,We use it to color the water in our fountain.,1
134718,Great stuff!!!,1
478240,My choice for natural no calorie sweetener.,1
331115,"Breast is best...but, Earth's Best rocks!",1
400283,How to keep the jars from breaking,1
217861,If you prefer a smooth cup of coffee,1
419266,Jet Fuel is the best bold coffee I've every had.,1
287676,Pleasantly surprised,1
355387,Great Deal on Great Nut,1
181983,Good Quality at a Good Price,1
241408,the greatest steak sauce,1
500107,Best stuff ever!,1
129043,Been using Johnny's for for years and love it!!!,1
386688,Umm Umm Good,1
511665,Tasty and substantial.,1
269974,Love It!,1
43611,Great Deal,1
466122,Tasty alternative,1
212193,Finally good tasting Green Tea,1
195304,Low-acid decaf coffee,1
436718,"A Bit Stinky, but FANTASTIC for the Picky Eater",1
423888,arizona instant tea packets,1
362564,A lot of food in a timely manner,1
481879,Pricey but delicious,1
123798,Great basic baby food of a yummy variety,1
461349,Good and Easy to Make Even Better,1
145636,Dessert for Breakfast,1
18044,Twang lemon lime salt shakers,1
242230,They're amazing!!!!!!!,1
381402,Amazing,1
291417,fabulous chips,1
166545,better than nutra grain bars!,1
214012,Best jerk sauce on the market,1
121383,Absolutely delicious,1
213945,The Good Stuff!,1
23100,great sour candy,1
421597,Auguri Garlic Flavored Olive Oil,1
31492,Good Quality Dog Chews,1
370819,Dog Treats,1
288644,Diet Cola Syrup,1
114874,happy to get it!,1
330350,These snacks are awsome!,1
512064,Reminds me of Cream of Wheat,1
398392,Deeeelisssh,1
311227,My dogs' favorite bedtime snack,1
307349,Excellent,1
111205,Comfort food,1
167221,Delicious,1
433434,The Best Chewy Candy,1
322916,Yummy!,1
392124,Best coffee ever,1
512653,cinnamon roll,1
37510,Ginger Heaven,1
155488,Senso Coffee Pods,1
328167,East-Bake Oven,1
228521,Great Muesli!,1
37252,Good tea,1
152919,Vanilla beans,1
267605,THE BEST GF Pasta,1
65644,Leaves My Hair Feeling Silky and Smooth,1
364571,Perfect Pasta!,1
304011,Wonderfully yummy,1
47202,Best Tea Ever,1
417117,yumm nom nom nom,1
46711,Great food- high price,1
134266,Stash Teas,1
137354,yummy,1
484772,Very Sweet Treat,1
407523,"Amazing, addictive stuff",1
197582,Great tasting oil!,1
113661,Yummy,1
268709,So fresh you think you just made it at home,1
39490,Dark Cholocate,1
138800,MORNFLAKE OATS ARE THE BEST!,1
84079,One of my favorite snacks,1
250334,Only a dummy would make cannoli shells.,1
21682,LOVE THE POPCHIPS!,1
516552,"Hard to Find in Store near me, Wife and I Love it!",1
277790,rose hip tea,1
78970,Love at first bite....,1
469273,Perfect for trick or treaters,1
126534,KEEPS MY GIRL BUSY!!,1
186293,I love Yerba Mate!,1
297058,"Holy Wonderful, Batman!",1
155645,Really helps me - 42 year old weekend warrior,1
174213,Miracle Supplement,1
3872,Delicioso,1
164899,Super Fresh!!!,1
320861,Blackjack chewing gum,1
404975,Great cookies even if they weren't G-Free,1
404532,Flax Plus Cereal,1
10724,GREAT POPCORN!,1
273806,Delicious and healthy,1
387398,Bookbinder's Snapper Soup.,1
491472,Spearmint Breath Savers,1
241088,Yummy,1
159429,Truly strangely addictive,1
441052,PB2 is good,1
142583,awesome drink!,1
141349,love this candy,1
349217,Best hard candy ever,1
512089,Tea,1
448299,It's Good!,1
389942,Awesome product,1
32345,"Seriously, the BEST coffee around!",1
280199,Little Bill,1
80215,Honey,1
60024,"GREAT, GREAT, GREAT!!!!!!!!!!!!",1
188318,"Excellent, no junk, dogs love, great price",1
471318,Wonderful Health Bar,1
395931,For discerning tea drinkers,1
43596,my dog loves these,1
339067,Very Satisfied!,1
38355,Wow,1
411001,Crisp Cookies,1
176128,"Wowzer, loved these vodka chocolates",1
206162,Allen,1
492485,Just what my dogs needed!,1
403403,You won't find anything better,1
522076,large pops and fresh,1
139730,Green Mountain Pumpkin Spice K-Cups,1
241477,Jasmine Tea Lover Recommended,1
311627,Darkness Delight,1
496429,Pinnacle Trout & Sweet,1
131192,Cornbread yum!!!,1
60,Great for preventing cramps,1
144861,Love this carousel,1
14768,My girlfriend likes it,1
66900,Love it!,1
470702,Great sauce!,1
321670,Excellent product!,1
479139,"The only problem is, after the first bite, you cannot stop.",1
436032,Great breakfast drink,1
379213,Apple Pie!!!,1
39058,tnrealtor,1
61588,Granola Good for Anytime!,1
344570,Fruit Chia,1
37219,Great low-carb bagels,1
47735,Great Cup of Tea,1
490127,I love it and my kittens do too.,1
57500,Stash Tea Is The Best!!,1
396504,"Great taste, cheap, and easy.",1
501550,Excellent Product,1
50441,Never made it out of the kitchen,1
66038,Subtle clean scent and a great basic shampoo,1
266840,Lots o' Celery Seed,1
284408,I got this for a diet i tried,1
27671,I can have sandwiches again!,1
57922,Jasmine,1
309353,My favorite herbal tea,1
513925,Caffeine with no stomach upset......!,1
305502,LOVE IT,1
263664,Clean Teeth Gum,1
338687,Excellent desert,1
118163,Great,1
519237,Hemp Protein,1
41780,Tasty!,1
310290,McCann's the best by far!!!,1
235626,Ambrosia,1
401223,So easy to use and clean up!,1
11300,Great shelf staple ...,1
31386,Really nice Gumball and Candy Bank,1
205590,I can't drink anything else now!,1
252935,Perfect Espresso in a can - Heavenly!,1
342307,Best snack ever,1
116968,The price was right,1
104061,Best Salt & Vinegar!,1
343128,wasabi addict,1
247928,Best coconut water on the market,1
281879,Love Cytomax,1
413141,My daily brew,1
40885,Kiesha loves these!!,1
102838,Dentyne classic from the old days,1
248497,A Good Chew,1
237962,QUITE GOOD !!!,1
105810,"Good price, great taste",1
360115,so pleased,1
347862,Good wheat-free product,1
180355,My little munchkin loves these!,1
223984,Good cocoa,1
195532,really good,1
520505,"Not sure about ""everlasting"" but DEFINITELY long lasting",1
398709,Great value,1
102375,delicious,1
314530,Cats wait at the door when a bag comes home.....,1
164096,Fantastic,1
480137,Refreshingly Delicious,1
78150,This is the only way I make Pho!,1
437854,Only food for my chihuahuas!,1
112882,Totally Yummy,1
238514,A great cup of tea.,1
68468,Meant to rate this two stars,1
150945,Best All Natural Snack You Can Find!!!,1
218882,very happy with purchase,1
248835,Great lean snack - ostrich!,1
435021,"Rich, but delicate,  hazelnut (filbert) cookies that everyone likes !",1
293905,Great!,1
132367,Love it!,1
190871,One of my Most Favorite!!,1
321281,hygiene chews,1
297287,Victory is mine! (and Everlasting Treat Ball),1
162885,Charms Sweet pops,1
238154,"Refreshing coffee, a hit with the office",1
208845,Quite good,1
357916,Not enough stars!,1
310435,More than what I expected,1
429098,Bigelow Tea,1
510433,Great for pool stains,1
219326,works excellent,1
174803,This is it! Tastes good and smells good too!,1
149887,The Cat's Meow!,1
88382,The 2nd Best Nut of Man,1
250214,Delicious!,1
53370,Carr's ginger lemon creme cookies,1
423605,Best cocoa powder ever!!!,1
453160,Noodles,1
394412,my dog loves these,1
425505,GU rocks,1
264377,"Pleasant taste, beautiful to look at",1
449145,These are the best chips ever,1
514673,love this....and my dog no longer has skin issues...,1
400912,"great prices, fast delivery!",1
373503,Orgain Or Bust.,1
454712,One of my favorite teas!,1
101815,IT'S THE BOMB!,1
365691,The Best Tea,1
107506,Great stuff,1
210271,Incredibly delicious!,1
100088,Makes any meal special!,1
121531,The best flavor of all!,1
90216,Love all HappyBaby Tots!,1
268742,Brown Sugar,1
130189,purebites,1
157640,Best water I have ever had,1
245048,great snack,1
479600,Better Than Any Other Joint Helper Chewables for Dogs! And I did pretty much try them all...,1
276367,Very high quality tea,1
497251,In Limerick Form...,1
282457,"Fresh, tasty, and good quality",1
474314,love  PB,1
9915,A great little snack,1
323048,Old Stinky? Maybe...Big Stinky? for Sure.......,1
396994,"Great cat food, great value",1
345929,My puppy love them,1
318304,Very good,1
482495,"Best for my dog, K-9 first responders use this",1
178990,Only food my cat can eat,1
362091,dependable service,1
134482,The best for Espresso and Capucino,1
442945,green tea powder,1
329622,Love this tea!,1
171548,great,1
327655,Really good!,1
153499,I don't know why grocery stores don't stock these,1
136225,Tasty chocolate,1
132852,The cereal I love,1
380074,Best whole wheat pasta EVER,1
447406,Delicious!,1
167880,"Tastes great, helped increase supply",1
146531,"No HFCS, soy, or processed sugar!",1
197475,Delicious,1
472379,Great cookies and good for you too!,1
464413,Best candy bar,1
319296,Awesome,1
481987,I love this stuff.,1
364937,Good Product- VERY Slow Super Saver Shipping,1
284720,Yum!,1
441980,Our counter would be so cluttered without this drawer!,1
109080,Delicious and surprisingly filling,1
235906,Great,1
420416,calming tea,1
329643,Terrific way to get the truffle taste without spending a fortune,1
178824,Love this coffee!,1
242108,Remembering Costa Rica,1
487777,competitive price and my cats love,1
245771,a little extra,1
205560,"Long lasting, safe and irrisistable chews",1
290056,Memories of Yesterday,1
25371,Good starter!,1
451125,My kids LOVE them!,1
106731,"Deep in color, rich in flavor, the best this side of the Atlantic",1
85651,Addictive and expensive.,1
517748,product review,1
155055,Best organic single serve coffee.,1
362805,How much for shipping???,1
323288,great for dogs who love to chew!,1
19538,Very good,1
124374,Wonderfully Aromatic,1
21141,I Can Have A Second Cup!,1
213543,Amazing drink!,1
290977,Stock it at Amazon again!,1
233001,Awesome Recovery Tools,1
524126,"A quick, filling breakfast option",1
294545,Really Surprisingly Good Baked P-Chips! MMmm!,1
288764,FANTASTIC,1
272171,"Filling, tastes great, nice breakfast, snack, or meal replacement.",1
47672,Republic of Tea - good tea,1
482268,Awesome! Tastes Great Hot and for Iced Tea!,1
328534,Like going to the dentist,1
370323,Far Better Than Expected,1
22190,Best Deal in town,1
99173,Works great,1
190834,Delicious Sesame Snacks,1
369984,Superior canned coffee drink,1
387090,my dog loves them!,1
360006,Fabulous!,1
126557,Freshens dogs breath,1
169982,A great cup of coffee!,1
144910,very good.,1
298268,A Delight,1
394152,This is really good for sugar free chocolate,1
116182,VERY GOOD! Now make it last longer,1
260807,Excellent,1
184358,100% guilt-free eating.,1
460475,Yummy!,1
118256,best tea ever!,1
400141,Great with coffee,1
365964,Van Houtte Raspberry Truffle K Cups,1
30165,My dogs love them.,1
285447,My Dog loves this,1
231536,Greenies pill pockets,1
77033,Melitta French Vanilla Ground Coffee,1
205609,Love that Chocolate!,1
147139,"Easy, fast, tasty - gimme more!",1
351404,Awesome!,1
173388,"More please, more!",1
452097,Love Love Love,1
252952,I love it!,1
50039,My little ole' man loves it!,1
348844,Best instant coffe ever,1
242714,Great Sell!,1
322625,Great Chai Tea,1
364141,Luscious and full flavored,1
243334,Minty fresh breath,1
478416,Exactly what I want...,1
369689,happy pair,1
126428,My dog LOVES these bones and so do I....,1
271323,These cookies are $2.19 in my SuperMarket,1
3884,Love my Bisquick from Amazon,1
444532,Fantastic Salt,1
514388,Exceptional wasabi product,1
46099,Game Changer,1
18414,Wouldn't Be Without It!,1
229284,Caution Addictive LOL,1
345974,One of Tim Burton's best movies,1
299282,My morning beverage!,1
511899,Great Products,1
94880,Zero calories and lots of flavor.,1
87188,DELICIOUS !,1
478922,Smooth and Tasty,1
346166,"chewing it right now, lol",1
448901,Yummy!,1
514952,zukes mini treats,1
390556,Wonderful product,1
348632,Maple Sugar,1
214434,Use it for Everything!,1
486476,Tasty and healthy,1
344126,Best Yet,1
515276,Better than homemade.,1
472152,One of my favorites,1
12686,Richard Thomas,1
313156,Lasted YEARS!  Very impressed,1
348567,These are really really good,1
225401,Love all HappyBaby Tots!,1
104183,Love this stuff... it is the real deal!,1
218249,MY FAVORITE,1
338325,Perfect!!,1
55913,Good Stuff,1
107772,My cat gave these five stars...,1
151320,"Better than decent tea blend, affordable, not top of the line",1
302004,pecans,1
102234,My dogs love Wellness,1
448087,ORGANIC GOODNESS!,1
419782,Great Energy Drink,1
503668,My havanese pup loves these!,1
154522,Malabar peppercorns are the best,1
